"","miRNA","Gene"
"3206","hsa-miR-3192-5p","VAV2"
"3207","hsa-miR-320a","VAV2"
"3208","hsa-miR-331-3p","VAV2"
"3209","hsa-miR-424-5p","VAV2"
"3210","hsa-miR-497-5p","VAV2"
"3211","hsa-miR-761","VAV2"
"3212","hsa-miR-873-5p","VAV2"
"3213","hsa-miR-1180-5p","VAV3"
"3214","hsa-miR-1226-3p","VAV3"
"3215","hsa-miR-1226-5p","VAV3"
"3216","hsa-miR-1234-3p","VAV3"
"3217","hsa-miR-1266-5p","VAV3"
"3218","hsa-miR-149-5p","VAV3"
"3219","hsa-miR-186-5p","VAV3"
"3220","hsa-miR-1908-5p","VAV3"
"3221","hsa-miR-193b-3p","VAV3"
"3222","hsa-miR-196a-3p","VAV3"
"3223","hsa-miR-199a-5p","VAV3"
"3224","hsa-miR-199b-5p","VAV3"
"3225","hsa-miR-204-5p","VAV3"
"3226","hsa-miR-211-5p","VAV3"
"3227","hsa-miR-2117","VAV3"
"3228","hsa-miR-23a-3p","VAV3"
"3229","hsa-miR-23b-3p","VAV3"
"3230","hsa-miR-23c","VAV3"
"3231","hsa-miR-28-3p","VAV3"
"3232","hsa-miR-30a-3p","VAV3"
"3233","hsa-miR-30e-3p","VAV3"
"3234","hsa-miR-3127-5p","VAV3"
"3235","hsa-miR-3130-3p","VAV3"
"3236","hsa-miR-324-3p","VAV3"
"3237","hsa-miR-34a-5p","VAV3"
"3238","hsa-miR-34c-5p","VAV3"
"3239","hsa-miR-378g","VAV3"
"3240","hsa-miR-4435","VAV3"
"3241","hsa-miR-449a","VAV3"
"3242","hsa-miR-449b-5p","VAV3"
"3243","hsa-miR-4532","VAV3"
"3244","hsa-miR-455-5p","VAV3"
"3245","hsa-miR-4707-5p","VAV3"
"3246","hsa-miR-498","VAV3"
"3247","hsa-miR-5001-5p","VAV3"
"3248","hsa-miR-513b-5p","VAV3"
"3249","hsa-miR-515-5p","VAV3"
"3250","hsa-miR-520a-5p","VAV3"
"3251","hsa-miR-524-3p","VAV3"
"3252","hsa-miR-525-3p","VAV3"
"3253","hsa-miR-525-5p","VAV3"
"3254","hsa-miR-561-5p","VAV3"
"3255","hsa-miR-573","VAV3"
"3256","hsa-miR-6511a-3p","VAV3"
"3257","hsa-miR-663a","VAV3"
"3258","hsa-miR-671-5p","VAV3"
"3259","hsa-miR-760","VAV3"
"3260","hsa-miR-766-3p","VAV3"
"3261","hsa-miR-98-5p","VAV3"
"3262","hsa-let-7a-5p","VCL"
"3263","hsa-let-7b-5p","VCL"
"3264","hsa-let-7c-5p","VCL"
"3265","hsa-let-7d-5p","VCL"
"3266","hsa-let-7e-5p","VCL"
"3267","hsa-let-7f-5p","VCL"
"3268","hsa-let-7g-5p","VCL"
"3269","hsa-let-7i-5p","VCL"
"3270","hsa-miR-125b-5p","VCL"
"3271","hsa-miR-15a-5p","VCL"
"3272","hsa-miR-15b-5p","VCL"
"3273","hsa-miR-16-5p","VCL"
"3274","hsa-miR-1909-3p","VCL"
"3275","hsa-miR-195-5p","VCL"
"3276","hsa-miR-196a-5p","VCL"
"3277","hsa-miR-222-3p","VCL"
"3278","hsa-miR-320a","VCL"
"3279","hsa-miR-320b","VCL"
"3280","hsa-miR-34a-5p","VCL"
"3281","hsa-miR-4458","VCL"
"3282","hsa-miR-661","VCL"
"3283","hsa-miR-98-5p","VCL"
"3284","hsa-let-7b-5p","WASF1"
"3285","hsa-miR-122-5p","WASF1"
"3286","hsa-miR-411-5p","WASF1"
"3287","hsa-miR-873-5p","WASF1"
"3288","hsa-miR-1224-5p","WASF2"
"3289","hsa-miR-124-3p","WASF2"
"3290","hsa-miR-146a-5p","WASF2"
"3291","hsa-miR-26b-5p","WASF2"
"3292","hsa-miR-34a-5p","WASF2"
"3293","hsa-miR-450b-3p","WASF2"
"3294","hsa-miR-627-3p","WASF2"
"3295","hsa-miR-6728-5p","WASF2"
"3296","hsa-miR-7-5p","WASF2"
"3297","hsa-miR-769-3p","WASF2"
"3298","hsa-miR-876-5p","WASF2"
"3299","hsa-miR-887-5p","WASF2"
"3300","hsa-miR-940","WASF2"
"3301","hsa-let-7a-5p","WASL"
"3302","hsa-let-7b-5p","WASL"
"3303","hsa-let-7c-5p","WASL"
"3304","hsa-let-7d-5p","WASL"
"3305","hsa-let-7e-5p","WASL"
"3306","hsa-let-7f-5p","WASL"
"3307","hsa-let-7g-5p","WASL"
"3308","hsa-let-7i-5p","WASL"
"3309","hsa-miR-106a-5p","WASL"
"3310","hsa-miR-106b-5p","WASL"
"3311","hsa-miR-1178-3p","WASL"
"3312","hsa-miR-1193","WASL"
"3313","hsa-miR-1248","WASL"
"3314","hsa-miR-128-3p","WASL"
"3315","hsa-miR-1286","WASL"
"3316","hsa-miR-130a-3p","WASL"
"3317","hsa-miR-130b-3p","WASL"
"3318","hsa-miR-142-3p","WASL"
"3319","hsa-miR-148a-3p","WASL"
"3320","hsa-miR-148b-3p","WASL"
"3321","hsa-miR-152-3p","WASL"
"3322","hsa-miR-17-5p","WASL"
"3323","hsa-miR-190a-3p","WASL"
"3324","hsa-miR-19a-3p","WASL"
"3325","hsa-miR-19b-3p","WASL"
"3326","hsa-miR-202-3p","WASL"
"3327","hsa-miR-20a-5p","WASL"
"3328","hsa-miR-20b-5p","WASL"
"3329","hsa-miR-223-3p","WASL"
"3330","hsa-miR-25-3p","WASL"
"3331","hsa-miR-27a-3p","WASL"
"3332","hsa-miR-27b-3p","WASL"
"3333","hsa-miR-301a-3p","WASL"
"3334","hsa-miR-323a-3p","WASL"
"3335","hsa-miR-32-5p","WASL"
"3336","hsa-miR-329-3p","WASL"
"3337","hsa-miR-329-5p","WASL"
"3338","hsa-miR-362-3p","WASL"
"3339","hsa-miR-363-3p","WASL"
"3340","hsa-miR-367-3p","WASL"
"3341","hsa-miR-379-5p","WASL"
"3342","hsa-miR-3916","WASL"
"3343","hsa-miR-4451","WASL"
"3344","hsa-miR-4458","WASL"
"3345","hsa-miR-454-3p","WASL"
"3346","hsa-miR-495-3p","WASL"
"3347","hsa-miR-519a-3p","WASL"
"3348","hsa-miR-519b-3p","WASL"
"3349","hsa-miR-519c-3p","WASL"
"3350","hsa-miR-519d-3p","WASL"
"3351","hsa-miR-520g-3p","WASL"
"3352","hsa-miR-520h","WASL"
"3353","hsa-miR-548e-5p","WASL"
"3354","hsa-miR-561-3p","WASL"
"3355","hsa-miR-590-3p","WASL"
"3356","hsa-miR-873-5p","WASL"
"3357","hsa-miR-877-5p","WASL"
"3358","hsa-miR-92a-3p","WASL"
"3359","hsa-miR-92b-3p","WASL"
"3360","hsa-miR-93-5p","WASL"
"3361","hsa-miR-98-5p","WASL"
"3362","hsa-miR-100-5p","YBX3"
"3363","hsa-miR-124-3p","YBX3"
"3364","hsa-miR-155-5p","YBX3"
"3365","hsa-miR-16-5p","YBX3"
"3366","hsa-miR-18a-5p","YBX3"
"3367","hsa-miR-191-5p","YBX3"
"3368","hsa-miR-193b-3p","YBX3"
"3369","hsa-miR-30a-5p","YBX3"
"3370","hsa-miR-652-3p","YBX3"
"3371","hsa-miR-92a-3p","YBX3"
"3372","hsa-miR-106b-5p","YES1"
"3373","hsa-miR-10a-5p","YES1"
"3374","hsa-miR-125a-5p","YES1"
"3375","hsa-miR-129-5p","YES1"
"3376","hsa-miR-142-3p","YES1"
"3377","hsa-miR-145-5p","YES1"
"3378","hsa-miR-17-5p","YES1"
"3379","hsa-miR-186-5p","YES1"
"3380","hsa-miR-205-5p","YES1"
"3381","hsa-miR-224-5p","YES1"
"3382","hsa-miR-24-3p","YES1"
"3383","hsa-miR-4284","YES1"
"3384","hsa-miR-519a-3p","YES1"
"3385","hsa-miR-548ah-3p","YES1"
"3386","hsa-miR-548d-3p","YES1"
"3387","hsa-miR-548h-3p","YES1"
"3388","hsa-miR-548j-3p","YES1"
"3389","hsa-miR-548z","YES1"
"3390","hsa-miR-101-3p","ZEB1"
"3391","hsa-miR-1236-3p","ZEB1"
"3392","hsa-miR-130b-3p","ZEB1"
"3393","hsa-miR-141-3p","ZEB1"
"3394","hsa-miR-142-5p","ZEB1"
"3395","hsa-miR-147a","ZEB1"
"3396","hsa-miR-150-5p","ZEB1"
"3397","hsa-miR-183-5p","ZEB1"
"3398","hsa-miR-200a-3p","ZEB1"
"3399","hsa-miR-200b-3p","ZEB1"
"3400","hsa-miR-200c-3p","ZEB1"
"3401","hsa-miR-205-5p","ZEB1"
"3402","hsa-miR-2113","ZEB1"
"3403","hsa-miR-23b-3p","ZEB1"
"3404","hsa-miR-335-5p","ZEB1"
"3405","hsa-miR-429","ZEB1"
"3406","hsa-miR-4455","ZEB1"
"3407","hsa-miR-494-3p","ZEB1"
"3408","hsa-miR-5010-3p","ZEB1"
"3409","hsa-miR-539-5p","ZEB1"
"3410","hsa-miR-574-5p","ZEB1"
"3411","hsa-miR-591","ZEB1"
"3412","hsa-miR-629-5p","ZEB1"
"3413","hsa-miR-655-3p","ZEB1"
"3414","hsa-miR-96-5p","ZEB1"
